datetime,open,high,low,close,volume,sp500
2023-01-01 09:30:00,99.57468513507223,100.42531486492777,99.57468513507223,100.0,115071,4018.1765388039576
2023-01-01 09:31:00,100.32798075035248,101.16216170868123,100.32798075035248,100.74507122951685,49159,4015.4066334520367
2023-01-01 09:32:00,100.74507122951685,101.37079223113938,99.70146682179461,100.536129526467,37832,4050.344301011941
2023-01-01 09:33:00,100.536129526467,102.53709231374707,100.48864970196588,101.51287100785648,46250,4116.892199487419
2023-01-01 09:34:00,103.0670523739835,104.59690364236931,103.0670523739835,103.8319780081764,72402,4107.066505572777
2023-01-01 09:35:00,103.8319780081764,104.3131256024802,102.6214521722282,103.4672888873542,138116,4071.5656175027107
2023-01-01 09:36:00,103.4672888873542,104.07900162522714,102.12881066456526,103.1039061448962,173226,4145.913725603115
2023-01-01 09:37:00,104.70803907893026,106.3844635082489,104.70803907893026,105.54625129358958,59778,4181.762383215442
2023-01-01 09:38:00,106.14248347923474,107.38001487118241,106.14248347923474,106.76124917520858,91533,4184.661079139705
2023-01-01 09:39:00,106.44275130443346,106.44275130443346,105.57609688903831,106.00942409673588,22806,4222.777271143816
2023-01-01 09:40:00,106.2541862795192,107.49015624670601,106.2541862795192,106.8721712631126,66883,4183.455449483765
2023-01-01 09:41:00,106.8721712631126,106.9626417459698,105.2959071292771,106.12927443762345,57015,4176.30987162675
2023-01-01 09:42:00,106.06644847057656,106.06644847057656,104.7092735797576,105.38786102516708,44644,4170.637418470181
2023-01-01 09:43:00,105.38786102516708,106.61595444328769,104.92476419452053,105.77035931890411,119217,4097.282815058361
2023-01-01 09:44:00,103.28819436517902,103.28819436517902,102.18147410397272,102.73483423457587,332213,4040.9417130163674
2023-01-01 09:45:00,100.51931289937544,100.51931289937544,99.63408114203158,100.0766970207035,96606,4039.717370933654
2023-01-01 09:46:00,99.64491567196035,99.64491567196035,98.8203220083756,99.23261884016797,214439,3991.956085214412
2023-01-01 09:47:00,98.73422054600906,98.73422054600906,96.7158405989187,97.72503057246388,167143,4013.583042343492
2023-01-01 09:48:00,97.72503057246388,99.21707694482558,97.15427910565785,98.18567802524171,63205,3987.471515244848
2023-01-01 09:49:00,97.8034101031183,97.8034101031183,95.89329716181632,96.84835363246731,179603,3933.9702951688164
2023-01-01 09:50:00,95.6369051724052,95.6369051724052,93.9564234434285,94.79666430791686,334417,3974.7851932805147
2023-01-01 09:51:00,95.98853241753503,97.77295462852172,95.98853241753503,96.88074352302837,29061,3967.204123095114
2023-01-01 09:52:00,96.88074352302837,97.25039058447094,95.85489518575538,96.55264288511316,161080,3976.789519221416
2023-01-01 09:53:00,96.55264288511316,97.51166018049369,95.7892263886898,96.65044328459174,97947,3917.2782862727904
2023-01-01 09:54:00,95.55041122195472,95.55041122195472,93.61939903423531,94.58490512809502,52405,3884.796052820001
2023-01-01 09:55:00,94.58490512809502,94.60473609180984,93.02036251380254,93.81254930280619,115368,3886.9793990166504
2023-01-01 09:56:00,93.81254930280619,94.52061257858239,93.41666395450855,93.96863826654547,135710,3850.512326395246
2023-01-01 09:57:00,93.02370037231735,93.02370037231735,91.66885718705616,92.34627877968676,387625,3870.2477833060416
2023-01-01 09:58:00,92.34627877968676,93.44158353138434,92.29180344616293,92.86669348877363,54629,3851.243620603511
2023-01-01 09:59:00,92.78029849895651,92.78029849895651,91.2797086051651,92.0300035520608,92879,3836.5756942818607
2023-01-01 10:00:00,92.0007873582268,92.0007873582268,91.25388244100714,91.62733489961697,95665,3817.2451647240873
2023-01-01 10:01:00,91.62733489961697,91.64445791740901,89.95622868372321,90.80034330056611,63690,3867.364490284261
2023-01-01 10:02:00,92.92887116690041,93.71744028547865,92.92887116690041,93.32315572618953,38472,3866.3055219466232
